trackid,trackname,artist,artistid,genres,main_genre,danceability,energy,loudness,speechness,acousticness,instrumentalness,liveness,valence,tempo
0Mf9dZXo8Qc3l3w6Set0Qb,"lyric pieces book i, op. 12: no. 5, folk song",edvard grieg,5ihY290YPGc3aY2xTyx7Gy, classical lateromanticera norwegianclassical ,folk,0.418,0.0277,-27.378,0.0467,0.994,0.852,0.127,0.307,79.251
7bIYFU39cmvHipHzPybcrA,"lyric pieces book i, op. 12: no. 5, folk song",edvard grieg,5ihY290YPGc3aY2xTyx7Gy, classical lateromanticera norwegianclassical ,folk,0.418,0.0277,-27.378,0.0467,0.994,0.852,0.127,0.307,79.251
2YMQ5mdFhHeEVZxBnr7OWE,"lyric pieces, book ii, op. 38: no. 2, folk song",edvard grieg,5ihY290YPGc3aY2xTyx7Gy, classical lateromanticera norwegianclassical ,folk,0.477,0.115,-19.67,0.0381,0.989,0.923,0.11,0.196,94.441
1gaLZjPrDnHQWJds2Jg4KT,this is me trying - the long pond studio sessions,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.435,0.332,-11.611,0.031,0.928,0.000898,0.0867,0.157,68.097
3Hc5FvTzjtxF7DmOK6MaXV,hello,kes,7E6r9S8qCRfZVCjF1A8do6, chutney dancehall melbourneindie soca ,folk,0.757,0.899,-4.301,0.0442,0.029,1.82e-05,0.303,0.558,105.163
0JneD24LlDMIr3hc4sUeZu,where have all the flowers gone,frankie valli & the four seasons,6mcrZQmgzFGRWf7C0SObou, adultstandards brillbuildingpop bubblegumpop doo-wop folkrock motown northernsoul rock-and-roll ,folk,0.671,0.381,-12.71,0.0437,0.835,0.0,0.124,0.621,124.943
0gX5gQnH4q1b6ZGiqad4aB,humble folks,flatland cavalry,4SfGzWmeoNPKIOmiyc7Pav, rootsamericana texascountry ,folk,0.605,0.577,-7.048,0.0251,0.435,0.00649,0.356,0.513,145.904
13WBUFKzDzCy60Sjyk90T3,fue mia una noche,luciano pereyra,6ZZ2DeepA3GpoGU4KwqSlU, argentinetelepop folkloreargentino latinpop ,folk,0.617,0.512,-6.619,0.0481,0.64,0.0,0.226,0.692,72.859
5AIspQhs5guC1AVe3v5FAR,que no se duerma el fueyista,luciano pereyra,6ZZ2DeepA3GpoGU4KwqSlU, argentinetelepop folkloreargentino latinpop ,folk,0.501,0.533,-5.591,0.0949,0.655,0.0,0.174,0.638,210.094
4D6I1gVSILd3qCw0s9F1gz,la zamba del negro alegre,luciano pereyra,6ZZ2DeepA3GpoGU4KwqSlU, argentinetelepop folkloreargentino latinpop ,folk,0.688,0.546,-6.161,0.0614,0.617,0.0,0.197,0.509,95.593
4S8dNePwnJRWR353ubPrfZ,tu me pusiste a llorar,luciano pereyra,6ZZ2DeepA3GpoGU4KwqSlU, argentinetelepop folkloreargentino latinpop ,folk,0.593,0.361,-8.112,0.0361,0.878,0.0,0.0982,0.461,148.167
6r86KzyPz3u9ANkDeSq3oF,caminito de acheral,luciano pereyra,6ZZ2DeepA3GpoGU4KwqSlU, argentinetelepop folkloreargentino latinpop ,folk,0.615,0.626,-4.965,0.104,0.737,2.1e-05,0.0892,0.83,81.64
2dp14VWbIxOVNmaWKkVB1r,"one bourbon, one scotch, one beer",john lee hooker,1yNOfXGQNGjAynk77wv85x, blues bluesrock classicrock deltablues electricblues memphisblues modernblues soul traditionalblues ,folk,0.746,0.56,-14.789,0.0565,0.494,0.0,0.316,0.854,124.68
59HA1SBz1DPCCvdDeILV7E,exile (feat. bon iver),taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.298,0.38,-8.426,0.0287,0.778,5.62e-05,0.11,0.152,75.602
3xSB3CRtQBcuAz63Wu6Tra,young folks,city of the sun,4DkYxtaASIKQnk4Gj0TB7k, americanpost-rock ,folk,0.731,0.482,-10.771,0.0291,0.796,0.945,0.0788,0.225,125.999
2pcETMcfGSvInieMd3qMSS,el zorro del folklore,arvis salcedo,6RbwNZMuZumIDxtLWKwO8I, ,folk,0.574,0.705,-5.279,0.0359,0.457,2.02e-06,0.086,0.851,102.774
722VEAitQPDKYkTe3UDlZK,"variations on a norwegian folktune, op. 31: i fjol gjaett'e gjeitinn",johan svendsen,7D8evrjQtt7dee4wqK3pva, lateromanticera norwegianclassical ,folk,0.138,0.0509,-22.513,0.0431,0.941,0.926,0.109,0.0372,87.037
0KH4W7LVdSRCvSGPkDHxqD,"de profundis clamavi (psalm 129) for mixed choir and orchestra, k. 93",wolfgang amadeus mozart,4NJhFmfw43RLBLjQvxDuRS, classical classicalera ,folk,0.0941,0.0988,-23.098,0.0422,0.992,5.06e-06,0.0897,0.0392,80.908
2yceD2hx5HhOLgkm1CITCi,mirrorball - the long pond studio sessions,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.509,0.386,-8.434,0.0272,0.78,3.45e-05,0.118,0.109,109.993
1r2SdODPXCyFj759sD8d6N,"sancta maria, mater dei (graduale), for mixed choir and orchestra, k. 273",wolfgang amadeus mozart,4NJhFmfw43RLBLjQvxDuRS, classical classicalera ,folk,0.111,0.193,-20.429,0.0378,0.986,0.0254,0.108,0.146,83.495
4UhBGmqcApvAZFTq53ukh7,old folks,xavier davis,2LiJegzrWFHatDw2kFLsc7, ,folk,0.458,0.217,-16.582,0.0328,0.827,0.805,0.194,0.128,107.506
6mqyTq948oap5AkyTsd6XF,the lakes - the long pond studio sessions,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.606,0.221,-11.767,0.0468,0.794,0.0,0.0888,0.112,89.844
0P9wLFurlgumLXuqFEpw52,the 1,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.78,0.361,-6.942,0.048,0.75,7.14e-06,0.108,0.163,139.902
28tIMaewZuGR8urkvFhQyA,the last great american dynasty - the long pond studio sessions,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.64,0.618,-11.715,0.0379,0.743,0.004,0.0574,0.614,147.948
2JcZn75XhKZMg62XTvCkgI,8 russian folk songs: 6. cradle song,anatoly lyadov,7t5qhn89RAzTepqZBB4uob, post-romanticera russianromanticism ,folk,0.175,0.00172,-47.404,0.0516,0.698,0.835,0.0727,0.0347,76.36
560uQyz3p5G9WdnMX39xc6,illicit affairs - the long pond studio sessions,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.489,0.235,-10.274,0.0356,0.883,0.0,0.113,0.435,117.699
3EptTG2j9TGvWQmOazro3L,catalan folksong - arr. pablo casals (1876-1973),anonymous,4kCZ5nyurc9eIqLJfUcW0Y, ,folk,0.214,0.0437,-27.122,0.0524,0.991,0.518,0.0604,0.0385,89.16
1vC2oTwRYySeO98Cv1zw1G,nazaré,clotho,47BxCwdoIB8uBDUY6KktXs, calminginstrumental ,folk,0.58,0.0676,-15.541,0.0868,0.968,0.92,0.11,0.313,140.921
6tCc2OTkic1uj1QmJffYX0,i am a man of constant sorrow - radio edit,the soggy bottom boys,3T0CG1MKkAu9rxA2ezgyLC, outlawcountry ,folk,0.564,0.328,-13.096,0.0292,0.662,0.0,0.0915,0.724,85.881
0SLH9b0nlK4larScjLxfSn,take three,jerry folk,356FCJoyYWyzONni54Dgrv, futurebass vaporsoul vaportwitch ,folk,0.682,0.476,-10.228,0.0663,0.274,0.862,0.131,0.0523,186.024
6kz2hkq1xQvDqPcUyBkw8f,exile (feat. bon iver),taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.31,0.374,-8.464,0.0275,0.761,2.46e-05,0.11,0.16,75.938
4cOWq0cVsKjxaQpRMbDoH1,seven - the long pond studio sessions,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.694,0.449,-11.49,0.0301,0.914,0.000126,0.1,0.363,94.963
1mh5dObNoOvCfHmXnhvDEK,betty - the long pond studio sessions,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.538,0.316,-9.5,0.0299,0.841,0.0,0.119,0.518,95.68
5l4KZmLaiImt906CJxl5nv,lockdown on date night tuesday,ondara,33saQZHi434TBuDAXbyU2W, indiefolk minneapolisindie ,folk,0.488,0.341,-8.582,0.0302,0.726,6.77e-05,0.263,0.142,120.93
7zcnlq38eqNWyUF6eNaB5Z,cardigan,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.612,0.58,-8.572,0.0419,0.525,0.000414,0.26,0.534,130.045
4YHHz3VIXgNDGdoL9xC1tx,peace - the long pond studio sessions,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.619,0.344,-11.472,0.0647,0.93,7.61e-05,0.0734,0.513,149.897
3B9CVXsyyFRVQwCPYbhS9m,too old to die young,brother dege,62r8B0snN5IPw8SwCJTEXR, gothicamericana lafayetteindie modernbluesrock rebelblues ,folk,0.743,0.596,-5.933,0.0287,0.0749,0.00028,0.203,0.743,111.994
0QTBsdoJhamY3Aid3fOsOd,hoax - the long pond studio sessions,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.682,0.155,-13.083,0.0394,0.962,0.0,0.18,0.483,118.832
1kAC2EV2Lmeudt7u3EAWQW,1 am (animal crossing: city folk),tune in with chewie,4M4gexhCyv12RmbowD8xjS, lo-fivgm ,folk,0.543,0.426,-12.879,0.058,0.164,0.745,0.0988,0.246,74.878
4LEK9rD7TWIG4FCL1s27XC,cardigan,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.613,0.581,-8.588,0.0424,0.537,0.000345,0.25,0.551,130.033
4mh17mzDplLjImZg1I3ivP,old folks,miles davis,0kbYTNQb4Pb1rPbbaF0pT4, bebop cooljazz hardbop jazz jazzfusion jazztrumpet ,folk,0.545,0.111,-14.692,0.0439,0.965,0.000629,0.0773,0.282,104.446
7kFpCWoKe2iqZSsBe9xwm5,for wee folks,joey alexander,0FcNSKwWZJb98ry9M2qEII, indonesianjazz modernjazzpiano ,folk,0.481,0.0775,-20.825,0.0509,0.973,0.933,0.108,0.235,77.882
4ojxSyrEraN7d46BMBPThZ,the last great american dynasty,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.688,0.653,-8.558,0.0403,0.481,0.00414,0.106,0.701,147.991
1UHoF9p75IVsvUt6WdTYhn,august,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.387,0.634,-9.222,0.0363,0.553,6.93e-05,0.0931,0.42,89.567
04xrhDrQ2WOW8GLwu7kbc0,mad woman - the long pond studio sessions,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.663,0.465,-10.463,0.0408,0.887,0.000168,0.109,0.346,141.834
7LfhrAxVTuKds0rDyLnG47,young folks,tfu,04YUMYRt2fPurXkoxnAtN1, ,folk,0.827,0.738,-7.964,0.163,0.104,0.000104,0.0856,0.806,124.918
0Oju1YcbPCJuUQQWoZNdJK,my tears ricochet,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.456,0.265,-10.663,0.0328,0.814,0.0,0.0679,0.112,129.947
2d3e3Vi4AeB52khjI4TyyJ,crawl out through the fallout,sheldon allman,2MXsZx2HtYjg6xu0RXtfyM, ,folk,0.672,0.411,-6.134,0.0519,0.881,0.0,0.0979,0.783,74.373
4yyKppX85ZkmlGOC2toBZA,epiphany - the long pond studio sessions,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.524,0.2,-13.004,0.0274,0.916,0.000392,0.068,0.113,93.87
0QZKKw3xEyiUz1eSMofRQ7,wayfaring stranger,emmylou harris,5s6TJEuHTr9GR894wc6VfP, countryrock folk folkrock lilith melancholia mellowgold rootsrock singer-songwriter traditionalfolk ,folk,0.563,0.157,-16.995,0.0472,0.798,0.0115,0.0981,0.678,119.318
03ZQQa7FnfggPBfYQVpa9a,traveler’s song,flatland cavalry,4SfGzWmeoNPKIOmiyc7Pav, rootsamericana texascountry ,folk,0.399,0.593,-8.0,0.0584,0.237,1.2e-06,0.133,0.493,166.054
6lWWkAqoz2a1ekGFYlFqmp,maría no tiene,cuerdas folklóricas,2b2yJ2azonqmcpIbHuAm5K, ,folk,0.705,0.838,-5.709,0.0605,0.471,1.82e-05,0.132,0.928,163.537
27PU7ElQHPb6aWrYWlTaOm,the real folk blues,xavier wulf,3uo0ix4Y67XHVWBhXXIY1S, darktrap emorap undergroundhiphop vaportrap ,folk,0.879,0.51,-11.577,0.381,0.00434,7.05e-05,0.0949,0.468,159.952
2tHEOP9cEf8ZAHWleoVuAC,remembranza de mi pueblo,cuerdas folklóricas,2b2yJ2azonqmcpIbHuAm5K, ,folk,0.654,0.805,-4.151,0.0341,0.315,1.36e-05,0.0681,0.979,157.958
7iPrpK5X9lhZXmH3hngMmb,fairy tail theme - folk version,taylor davis,480xKab3lUPhBBnCzlzqIu, bowpop classify otacore popviolin scorecore ,folk,0.33,0.422,-8.589,0.0331,0.728,0.0188,0.128,0.278,140.097
5SV1LzjQQxm9od88K3kwio,the evil folk,kaaze,6WGE3kO8ULME2ErBcOksSR, bigroom edm electrohouse popdance popedm progressiveelectrohouse progressivehouse skyroom ,folk,0.486,0.874,-3.426,0.0786,0.0196,0.0,0.258,0.593,127.945
76xNAVwiQccBXImICK5zUP,to my soul,jerry folk,356FCJoyYWyzONni54Dgrv, futurebass vaporsoul vaportwitch ,folk,0.81,0.534,-5.721,0.0425,0.163,0.115,0.192,0.193,106.02
2tI9JGXpweyNwQxAPQFCZd,turn - original mix,david folkebrant,59abuwX5PFNHmb8lB9xack, progressivetrancehouse ,folk,0.633,0.394,-13.984,0.0443,0.213,0.876,0.0828,0.18,125.02
5jQyGzcwqAxwT5QUIMivoX,mirrorball,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.549,0.417,-10.064,0.035,0.686,1.9e-06,0.0604,0.347,110.137
4XrS0iZ8T1epgvCcAFRtt1,one folk,equilibrium,5KvkOKroKLz202ioXfGWR2, folkmetal germanmetal germanpaganmetal melodicdeathmetal powermetal vikingmetal ,folk,0.209,0.951,-8.108,0.149,0.000346,0.109,0.372,0.147,179.901
3BjRvR8gKY9wB1cYBNWSfp,folknem,digga d,57n1OF36WvtOeATY6WQ6iw, aussiedrill londonrap ,folk,0.852,0.684,-6.567,0.378,0.401,0.0,0.12,0.883,142.15
5DnDBYrfGoxdnomqEAkFIv,this is me trying,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.511,0.478,-9.837,0.0322,0.312,2.3e-05,0.147,0.408,135.882
2b4dRZGflAQT7ZbFwOclyP,the 1,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.765,0.348,-6.963,0.0579,0.764,1.01e-05,0.108,0.171,140.015
2jhfs6moEAK13eLM6xim4l,betty,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.595,0.376,-8.767,0.0256,0.589,0.0,0.0989,0.476,95.946
5SBlfw8rNCcerJxbNUGxue,low,jerry folk,356FCJoyYWyzONni54Dgrv, futurebass vaporsoul vaportwitch ,folk,0.7,0.332,-14.111,0.043,0.608,0.567,0.0991,0.163,86.06
4WHIqhrbdva5vQSrCuet3l,invisible string,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.651,0.459,-11.128,0.0507,0.859,6.63e-05,0.105,0.454,83.455
2vJ7QvyCiR4DaHxwO58izA,seven,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.602,0.494,-10.813,0.0277,0.888,2.59e-05,0.0902,0.374,94.955
0BvetzkxZsWj6hgSaHtTRd,the truth,d.folks,4tQP0JjpxmNplCt2HFzZmI, ,folk,0.491,0.473,-8.596,0.142,0.761,2.8e-06,0.138,0.451,91.509
0x3CUvkL4jUPYVONrYUubR,betty,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.59,0.379,-8.717,0.0255,0.544,0.0,0.0983,0.467,96.029
52zm3qweHMnmK3tb7dVHrm,"you and your folks, me and my folks",funkadelic,450o9jw6AtiQlQkHCdH6Ru, funk funkrock pfunk psychedelicrock psychedelicsoul soul ,folk,0.498,0.811,-8.884,0.044,0.0425,0.0,0.0959,0.828,76.782
6rTUr8OpU5kcSqLGL2TmyR,peace,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.651,0.269,-12.912,0.0983,0.918,2.17e-05,0.0918,0.334,150.033
7CVTowKpGPA2MsIbkTl2oc,illicit affairs,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.529,0.304,-10.567,0.0356,0.862,0.0,0.108,0.44,119.58
5L1BHZ2uApRTpP95yGykjv,gallows pole,willie watson,5j9IEu1SEY0JslCPmfVsgq, indiefolk newamericana rootsamericana traditionalfolk westernamericana ,folk,0.318,0.153,-12.97,0.0397,0.831,0.0263,0.126,0.324,188.243
0zEprKYeuGOIZoHyu6O1E2,the lakes - bonus track,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.313,0.258,-11.532,0.0383,0.842,1.3e-06,0.0948,0.268,179.947
0j5renyfv1ChCoe1ca7bDP,this is me trying,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.515,0.476,-9.843,0.0328,0.314,4.74e-05,0.171,0.412,135.886
4dzs6fmDXhGnwz6hdbQntD,february snow,flatland cavalry,4SfGzWmeoNPKIOmiyc7Pav, rootsamericana texascountry ,folk,0.448,0.631,-8.04,0.0328,0.0621,0.00632,0.13,0.538,163.852
5c6LeE1t1gDhDOoD4eptn8,no lies,truf capo,7emweLQcXRPxr1BujLFWAc, ,folk,0.816,0.575,-9.882,0.382,0.0866,0.0,0.263,0.626,82.454
2tEE6DzqFXyFLFgrBFXYx9,y el borracho soy yo,cuerdas folklóricas,2b2yJ2azonqmcpIbHuAm5K, ,folk,0.734,0.7,-5.853,0.0347,0.325,2.04e-06,0.0935,0.967,149.967
6ay1gprf9Wl238qOVGeSBk,recordando a baldomero,cuerdas folklóricas,2b2yJ2azonqmcpIbHuAm5K, ,folk,0.789,0.568,-4.925,0.0354,0.553,0.00054,0.0975,0.77,125.101
3yz88FVJQhwG2EqYHw3pkx,invisible string,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.653,0.452,-11.143,0.055,0.838,7.73e-05,0.108,0.45,83.433
1ih3UmxPvsRvSogQJTQ82R,sloop john b - live,port isaac's fishermans friends,6m0Dn6znopuQJQXXgkDcka, ,folk,0.377,0.333,-11.272,0.036,0.884,0.0,0.147,0.697,89.478
2MnzNhe3pPExotEbZpeXnh,the last great american dynasty,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.684,0.661,-8.507,0.0407,0.473,0.00215,0.109,0.713,147.909
6m0py1Wsv1mJ3IVwykCIou,tall city blues,flatland cavalry,4SfGzWmeoNPKIOmiyc7Pav, rootsamericana texascountry ,folk,0.492,0.595,-8.202,0.0416,0.0609,0.0,0.241,0.511,173.982
0CNNsVBqrX4l0LgjJdyGRQ,uncle ruckus,truf capo,7emweLQcXRPxr1BujLFWAc, ,folk,0.918,0.58,-9.287,0.366,0.00458,0.0,0.0939,0.869,91.521
4BzoYllBz7adpD3I1vPE8Z,stompin’ grounds,flatland cavalry,4SfGzWmeoNPKIOmiyc7Pav, rootsamericana texascountry ,folk,0.562,0.488,-9.504,0.0279,0.00404,0.0,0.073,0.346,99.995
7klXN6RCN5Rj0VeYO5gBzU,mad woman,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.593,0.7,-9.016,0.0492,0.67,6.77e-06,0.116,0.451,141.898
0O9i6jhscByEJs1ipy5hu4,peace,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.644,0.284,-12.879,0.0821,0.916,1.5e-05,0.0909,0.328,150.072
2CLCydSh9ZRw1oCAEtgd0d,country rounds (sqeepo remix),jaroslav beck,2qaihH7C0RAiTnCDHYTkxY, speedrun ,folk,0.426,0.847,-3.494,0.043,0.00937,0.324,0.193,0.265,105.118
5vcrJ7H89NZk9KmyXXiqGf,unbend folk,barbarians of the shiver,171w3YVvvufdkV7GcpzEq9, ,folk,0.206,0.0675,-19.511,0.0412,0.979,0.912,0.101,0.189,117.329
2ZceU5sfgcH5h7bIsFuuXT,things my father said,black stone cherry,6WMo39FU3nrpSz3qMgRKug, alternativemetal modernhardrock numetal post-grunge rock ,folk,0.482,0.627,-5.779,0.03,0.054,2.99e-06,0.111,0.17,95.903
1tcoNYqpAYXbSGMlNUl0eE,epiphany,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.354,0.267,-13.69,0.0281,0.731,0.000402,0.0858,0.113,94.219
5QjuTblPokfD03fkfHUuVK,"hang me, oh hang me",dave van ronk,6QmHysWvckkQR74oxmLmtz, americanfolkrevival appalachianfolk blues folk folkrock traditionalblues traditionalfolk ,folk,0.504,0.0273,-21.441,0.0415,0.931,1.1e-05,0.109,0.395,120.24
2hlpyDeBu0KnJHv5dqHvgh,no voy a llorar,aaron y su grupo ilusion,1zVxAFV8uL5V816dzdHvYQ, cumbiasonidera ranchera regionalmexican ,folk,0.487,0.789,-5.382,0.0671,0.111,0.0,0.057,0.817,155.114
1X2cYhcDMfDtiRIYHZCpQu,august,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.532,0.623,-9.208,0.0331,0.538,7.28e-05,0.0925,0.403,89.937
5MFjHn1qfR9AsWuyzJLk1z,epiphany,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.317,0.254,-13.679,0.0286,0.727,0.000326,0.0867,0.103,93.933
2Z5CmH6tDzdFAcGS44zvDr,no kawhi,truf capo,7emweLQcXRPxr1BujLFWAc, ,folk,0.945,0.622,-9.045,0.37,0.0067,0.0,0.0767,0.748,100.088
47ZPlSvKwRGdfostPzPMCl,country folks anthem (feat. charlie farley),lenny cooper,4GhUchfx0YFPsDaXZRJp8v, countryrap countryroad redneck ,folk,0.77,0.716,-6.127,0.0747,0.0354,0.0,0.267,0.341,96.944
1a8sdUY0ONVW9Nvutgr0BI,morning after,bumpin uglies,2q0PlZJNGryR467EUNmWn7, eastcoastreggae reggaerock ,folk,0.795,0.174,-14.878,0.13,0.581,0.0,0.166,0.722,80.286
13h4sBp2EWZNW2EJUQxB62,los tabacos millaneros,cuerdas folklóricas,2b2yJ2azonqmcpIbHuAm5K, ,folk,0.702,0.787,-6.85,0.0376,0.302,0.303,0.261,0.948,111.578
1t9Lcm9vDh23pmCyxvApbR,margarita abraza a el tigre,cuerdas folklóricas,2b2yJ2azonqmcpIbHuAm5K, ,folk,0.714,0.663,-5.394,0.0459,0.276,0.0,0.32,0.96,149.979
1DnpjwTbSwV2V6O4PABMjW,my tears ricochet,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.456,0.263,-10.63,0.0332,0.806,0.0,0.0749,0.111,129.86
0jvmlZJZCaTZLMh3yfL6Y5,stop the world (and let me off),waylon jennings,7wCjDgV6nqBsHguQXPAaIM, country countryrock outlawcountry texascountry ,folk,0.433,0.582,-11.284,0.0321,0.781,0.0224,0.391,0.826,87.29
07UIoWS1yspOm2W1qZ6PWX,how long - jerry folk remix,charlie puth,6VuMaDnrHyPL1p4EHjYLi7, dancepop pop post-teenpop viralpop ,folk,0.817,0.581,-6.95,0.324,0.255,0.00595,0.1,0.396,114.958
4XCYmu7QLySdIahgBALKJK,hoax,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.676,0.178,-15.01,0.0394,0.964,7.9e-06,0.135,0.404,118.84
5bC6ONDsL88snGN6QasjZH,help me,sonny boy williamson ii,69VgCcXFV59QuQWEXSTxfK, acousticblues blues chicagoblues countryblues deltablues harmonicablues traditionalblues ,folk,0.745,0.436,-9.617,0.043,0.597,0.0213,0.61,0.771,114.216
3hZjBeOYtlymOyXyZourUl,the real folk blues,mason lieberman,1CMYlrbmoqkLQn7sccIMtA, ,folk,0.541,0.707,-10.425,0.137,0.0564,0.0,0.0651,0.658,171.898
6iQ0OIxisPxhzEICEXtaWS,i'm in the mood - single version,john lee hooker,1yNOfXGQNGjAynk77wv85x, blues bluesrock classicrock deltablues electricblues memphisblues modernblues soul traditionalblues ,folk,0.601,0.19,-18.675,0.061,0.507,5.49e-05,0.18,0.656,202.294
1w29UTa5uUvIri2tWtZ12Y,hip hop hooray,naughty by nature,4Otx4bRLSfpah5kX8hdgDC, eastcoasthiphop gangsterrap hardcorehiphop hiphop hippop newjerseyrap poprap rap ,hip-hop,0.862,0.642,-13.652,0.101,0.102,0.0,0.272,0.765,99.201
2yk4fg5DJXvzpkMHPgPCYz,lucid dreams,juice wrld,4MCBfE4596Uoi2O4DtmEMz, chicagorap melodicrap ,hip-hop,0.511,0.566,-7.23,0.2,0.349,0.0,0.34,0.218,83.903
2HoDr1yVksl19omOhc1zWy,hip-hop,dead prez,2UBt0GWBuPVXlPisRvWzlD, alternativehiphop conscioushiphop eastcoasthiphop hardcorehiphop hiphop politicalhiphop ,hip-hop,0.725,0.737,-7.453,0.324,0.000633,0.00417,0.109,0.219,77.162
4VM8EpUMHa77nQHqT440bu,all girls are the same,juice wrld,4MCBfE4596Uoi2O4DtmEMz, chicagorap melodicrap ,hip-hop,0.673,0.529,-7.226,0.306,0.0769,0.000338,0.0856,0.203,161.991
4gQdwwPXSXnDkUh4jYqLoC,hip hop,mos def,0Mz5XE0kb1GBnbLQm2VbcO, alternativehiphop conscioushiphop eastcoasthiphop gangsterrap hardcorehiphop hiphop rap southernhiphop ,hip-hop,0.592,0.861,-5.177,0.249,0.024,0.0,0.492,0.794,90.238
4xXamcvtmNZpdW8mtcCO71,mood swings,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,hip-hop,0.48,0.602,-6.335,0.368,0.487,0.0,0.0848,0.269,179.798
6N3oYlfZ2RPdjMYdHCRmFS,hip-hop saved my life (feat. nikki jean),lupe fiasco,01QTIT5P1pFP3QnnFSdsJf, chicagorap conscioushiphop gangsterrap hiphop politicalhiphop poprap rap southernhiphop ,hip-hop,0.705,0.684,-5.759,0.145,0.0353,0.0,0.206,0.246,100.006
2ir5oPtxgZwNc3fxnPhnkA,what you know bout love,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,hip-hop,0.584,0.547,-8.502,0.382,0.655,1.64e-06,0.134,0.56,83.917
2IIhviXBY0Ikmlbm2DHByJ,hip hop phile,bts,3Nrfpe0tUJi4K4DXYWgMUX, k-pop k-popboygroup ,hip-hop,0.796,0.878,-3.325,0.185,0.171,0.0,0.234,0.795,144.001
5u7uKOuLJMk9YawL2fxntj,moonlight,xxxtentacion,15UsOTVnJzReFVN1VCnxy4, emorap miamihiphop ,hip-hop,0.921,0.537,-5.723,0.0805,0.556,0.00404,0.102,0.711,128.008
7xre34OXHr74FJ5TqK9jyu,hip hop weekdays,chill beats music,46d1ndWtnYj9kxd3IlQykV, ,hip-hop,0.817,0.431,-11.858,0.153,0.621,0.775,0.0996,0.428,90.004
4CWT4c18QemVFr6WCPRz0Y,the remedy for a broken heart (why am i so in love),xxxtentacion,15UsOTVnJzReFVN1VCnxy4, emorap miamihiphop ,hip-hop,0.661,0.304,-11.192,0.104,0.779,0.00111,0.137,0.273,119.705
